time,omega1,omega2,omega3,rotation11,rotation12,rotation13,rotation21,rotation22,rotation23,rotation31,rotation32,rotation33,ell1,ell2,ell3,energy,
6.090000,-0.282182,-1.107774,9.970457,-0.242237,0.962981,0.118241,-0.970211,-0.240238,-0.031093,-0.001536,-0.122251,0.992498,5.000015,-0.000005,129.999998,652.499994,
6.100000,-0.215296,-1.127621,9.969388,-0.143854,0.981943,0.122820,-0.989591,-0.142396,-0.020609,-0.002748,-0.124507,0.992215,5.000016,-0.000004,129.999998,652.499994,
6.110000,-0.147389,-1.142089,9.968596,-0.044014,0.991090,0.125677,-0.999019,-0.043163,-0.009485,-0.003976,-0.125972,0.992026,5.000016,-0.000002,129.999998,652.499994,
6.120000,-0.078783,-1.151111,9.968097,0.056275,0.990336,0.126728,-0.998397,0.056480,0.001982,-0.005195,-0.126637,0.991936,5.000017,-0.000001,129.999998,652.499994,
6.130000,-0.009805,-1.154644,9.967900,0.156002,0.979691,0.125940,-0.987732,0.155548,0.013486,-0.006377,-0.126499,0.991946,5.000017,0.000001,129.999998,652.499994,
6.140000,0.059220,-1.152673,9.968010,0.254159,0.959262,0.123332,-0.967129,0.253065,0.024720,-0.007498,-0.125562,0.992057,5.000016,0.000002,129.999998,652.499994,
6.150000,0.127965,-1.145207,9.968424,0.349757,0.929250,0.118976,-0.936797,0.348067,0.035385,-0.008530,-0.123833,0.992266,5.000016,0.000004,129.999998,652.499994,
6.160000,0.196103,-1.132280,9.969134,0.441831,0.889949,0.112991,-0.897044,0.439615,0.045195,-0.009451,-0.121327,0.992568,5.000015,0.000005,129.999998,652.499994,
6.170000,0.263312,-1.113952,9.970126,0.529454,0.841743,0.105543,-0.848272,0.526803,0.053893,-0.010236,-0.118063,0.992953,5.000014,0.000006,129.999999,652.499994,
6.180000,0.329272,-1.090308,9.971383,0.611743,0.785102,0.096838,-0.790977,0.608765,0.061250,-0.010864,-0.114066,0.993414,5.000013,0.000007,129.999999,652.499994,
6.190000,0.393671,-1.061460,9.972879,0.687870,0.720580,0.087119,-0.725739,0.684686,0.067076,-0.011315,-0.109365,0.993937,5.000012,0.000008,129.999999,652.499994,
6.200000,0.456201,-1.027541,9.974587,0.757074,0.648810,0.076656,-0.653220,0.753805,0.071225,-0.011572,-0.103996,0.994510,5.000011,0.000009,129.999999,652.499994,
6.210000,0.516564,-0.988710,9.976474,0.818660,0.570496,0.065740,-0.574154,0.815427,0.073597,-0.011619,-0.097997,0.995119,5.000009,0.000009,129.999999,652.499994,
6.220000,0.574473,-0.945149,9.978503,0.872013,0.486410,0.054676,-0.489340,0.868930,0.074146,-0.011444,-0.091412,0.995747,5.000008,0.000009,129.999999,652.499994,
6.230000,0.629648,-0.897064,9.980637,0.916604,0.397383,0.043770,-0.399634,0.913769,0.072874,-0.011037,-0.084289,0.996380,5.000006,0.000009,129.999999,652.499994,
6.240000,0.681826,-0.844680,9.982834,0.951989,0.304298,0.033326,-0.305941,0.949481,0.069836,-0.010391,-0.076679,0.997002,5.000005,0.000009,129.999999,652.499995,
6.250000,0.730754,-0.788245,9.985053,0.977821,0.208082,0.023631,-0.209204,0.975696,0.065138,-0.009503,-0.068637,0.997596,5.000004,0.000008,129.999999,652.499995,
6.260000,0.776197,-0.728026,9.987251,0.993848,0.109697,0.014954,-0.110395,0.992135,0.058932,-0.008371,-0.060221,0.998150,5.000003,0.000008,129.999999,652.499995,
6.270000,0.817935,-0.664310,9.989386,0.999916,0.010131,0.007531,-0.010505,0.998618,0.051415,-0.006999,-0.051490,0.998649,5.000002,0.000007,129.999999,652.499995,
6.280000,0.855765,-0.597399,9.991417,0.995971,-0.089614,0.001563,0.089466,0.995065,0.042819,-0.005393,-0.042507,0.999082,5.000001,0.000006,129.999999,652.499995,
6.290000,0.889504,-0.527614,9.993306,0.982059,-0.188530,-0.002790,0.188517,0.981497,0.033408,-0.003560,-0.033335,0.999438,5.000000,0.000004,129.999999,652.499995,
6.300000,0.918985,-0.455288,9.995016,0.958325,-0.285612,-0.005416,0.285659,0.958039,0.023468,-0.001513,-0.024037,0.999710,5.000000,0.000003,129.999999,652.499995,
6.310000,0.944066,-0.380767,9.996514,0.925013,-0.379873,-0.006254,0.379924,0.924917,0.013300,0.000733,-0.014679,0.999892,4.999999,0.000002,129.999999,652.499995,
6.320000,0.964624,-0.304411,9.997772,0.882458,-0.470353,-0.005294,0.470372,0.882457,0.003213,0.003160,-0.005326,0.999981,5.000000,0.000001,129.999999,652.499995,
6.330000,0.980558,-0.226586,9.998766,0.831088,-0.556126,-0.002575,0.556103,0.831083,-0.006488,0.005749,0.003960,0.999976,5.000000,-0.000001,129.999999,652.499995,
6.340000,0.991789,-0.147667,9.999476,0.771420,-0.636317,0.001807,0.636263,0.771311,-0.015510,0.008476,0.013115,0.999878,5.000000,-0.000002,129.999999,652.499996,
6.350000,0.998262,-0.068035,9.999889,0.704049,-0.710103,0.007714,0.710055,0.703745,-0.023580,0.011316,0.022078,0.999692,5.000001,-0.000003,129.999999,652.499996,
6.360000,0.999946,0.011925,9.999997,0.629648,-0.776731,0.014958,0.776744,0.629072,-0.030450,0.014242,0.030792,0.999424,5.000002,-0.000004,129.999999,652.499996,
6.370000,0.996832,0.091827,9.999797,0.548957,-0.835520,0.023317,0.835667,0.548052,-0.035911,0.017226,0.039199,0.999083,5.000003,-0.000005,129.999999,652.499996,
6.380000,0.988936,0.171286,9.999295,0.462782,-0.885870,0.032534,0.886236,0.461512,-0.039793,0.020237,0.047248,0.998678,5.000004,-0.000005,129.999999,652.499996,
6.390000,0.976296,0.249918,9.998498,0.371979,-0.927271,0.042326,0.927945,0.370334,-0.041970,0.023243,0.054889,0.998222,5.000005,-0.000006,129.999999,652.499995,
6.400000,0.958975,0.327345,9.997424,0.277452,-0.959305,0.052397,0.960377,0.275448,-0.042369,0.026212,0.062077,0.997727,5.000007,-0.000006,129.999999,652.499995,
6.410000,0.937057,0.403192,9.996091,0.180144,-0.981652,0.062439,0.983205,0.177823,-0.040967,0.029112,0.068771,0.997208,5.000008,-0.000006,129.999999,652.499995,
6.420000,0.910650,0.477095,9.994527,0.081022,-0.994093,0.072146,0.996197,0.078451,-0.037792,0.031909,0.074934,0.996678,5.000009,-0.000005,129.999999,652.499995,
6.430000,0.879884,0.548700,9.992760,-0.018923,-0.996512,0.081221,0.999219,-0.021658,-0.032925,0.034569,0.080535,0.996152,5.000011,-0.000005,129.999999,652.499995,
6.440000,0.844908,0.617662,9.990825,-0.118694,-0.988895,0.089386,0.992234,-0.121489,-0.026496,0.037062,0.085547,0.995645,5.000012,-0.000004,129.999999,652.499995,
6.450000,0.805892,0.683653,9.988759,-0.217293,-0.971331,0.096386,0.975308,-0.220036,-0.018680,0.039353,0.089948,0.995169,5.000013,-0.000003,129.999999,652.499995,
6.460000,0.763028,0.746358,9.986600,-0.313733,-0.944012,0.102003,0.948603,-0.316306,-0.009692,0.041414,0.093720,0.994737,5.000014,-0.000002,129.999999,652.499995,
6.470000,0.716522,0.805478,9.984392,-0.407046,-0.907224,0.106056,0.912380,-0.409334,0.000219,0.043214,0.096853,0.994360,5.000014,-0.000001,129.999999,652.499995,
6.480000,0.666599,0.860732,9.982175,-0.496296,-0.861353,0.108409,0.866995,-0.498191,0.010776,0.044727,0.099339,0.994048,5.000015,0.000001,129.999999,652.499994,
6.490000,0.613501,0.911859,9.979992,-0.580584,-0.806869,0.108975,0.812898,-0.581994,0.021685,0.045926,0.101176,0.993808,5.000015,0.000002,129.999999,652.499994,
6.500000,0.557482,0.958619,9.977885,-0.659060,-0.744330,0.107718,0.750627,-0.659912,0.032639,0.046790,0.102368,0.993646,5.000015,0.000004,129.999999,652.499994,
6.510000,0.498813,1.000790,9.975894,-0.730932,-0.674371,0.104653,0.680802,-0.731178,0.043332,0.047298,0.102921,0.993564,5.000014,0.000005,129.999999,652.499994,
6.520000,0.437773,1.038174,9.974058,-0.795473,-0.597699,0.099846,0.604122,-0.795091,0.053462,0.047433,0.102848,0.993566,5.000014,0.000007,129.999999,652.499994,
6.530000,0.374654,1.070597,9.972410,-0.852030,-0.515082,0.093416,0.521354,-0.851025,0.062746,0.047180,0.102164,0.993648,5.000013,0.000008,129.999999,652.499994,
6.540000,0.309757,1.097907,9.970982,-0.900028,-0.427347,0.085524,0.433330,-0.898436,0.070920,0.046530,0.100891,0.993809,5.000012,0.000009,129.999999,652.499994,
6.550000,0.243392,1.119976,9.969802,-0.938982,-0.335367,0.076375,0.340934,-0.936861,0.077756,0.045476,0.099051,0.994043,5.000011,0.000010,129.999999,652.499994,
6.560000,0.175872,1.136702,9.968892,-0.968494,-0.240056,0.066209,0.245098,-0.965929,0.083060,0.044014,0.096672,0.994343,5.000010,0.000011,129.999999,652.499994,
6.570000,0.107519,1.148006,9.968269,-0.988265,-0.142357,0.055295,0.146788,-0.985358,0.086683,0.042146,0.093783,0.994700,5.000008,0.000011,129.999999,652.499993,
6.580000,0.038657,1.153837,9.967945,-0.998094,-0.043236,0.043924,0.046996,-0.994960,0.088523,0.039875,0.090420,0.995105,5.000007,0.000012,129.999999,652.499993,
6.590000,-0.030388,1.154167,9.967927,-0.997882,0.056328,0.032398,-0.053271,-0.994643,0.088528,0.037211,0.086616,0.995547,5.000005,0.000012,129.999999,652.499993,
6.600000,-0.099290,1.148994,9.968214,-0.987630,0.155353,0.021026,-0.153001,-0.984411,0.086698,0.034167,0.082409,0.996013,5.000004,0.000012,129.999999,652.499993,
6.610000,-0.167721,1.138343,9.968802,-0.967445,0.252860,0.010111,-0.251186,-0.964362,0.083083,0.030759,0.077839,0.996491,5.000002,0.000011,129.999999,652.499993,
6.620000,-0.235357,1.122263,9.969678,-0.937532,0.347886,-0.000058,-0.346836,-0.934690,0.077786,0.027007,0.072948,0.996970,5.000001,0.000011,129.999999,652.499993,
6.630000,-0.301878,1.100829,9.970827,-0.898195,0.439489,-0.009210,-0.438987,-0.895682,0.070956,0.022935,0.067776,0.997437,5.000000,0.000010,129.999999,652.499994,
6.640000,-0.366967,1.074141,9.972226,-0.849837,0.526759,-0.017105,-0.526710,-0.847718,0.062784,0.018572,0.062366,0.997881,4.999999,0.000009,129.999999,652.499994,
6.650000,-0.430315,1.042323,9.973849,-0.792947,0.608827,-0.023539,-0.609123,-0.791263,0.053501,0.013947,0.056762,0.998290,4.999998,0.000008,129.999999,652.499994,
6.660000,-0.491619,1.005524,9.975666,-0.728105,0.684872,-0.028348,-0.685398,-0.726870,0.043368,0.009096,0.051007,0.998657,4.999997,0.000006,129.999999,652.499994,
6.670000,-0.550588,0.963917,9.977640,-0.655968,0.754128,-0.031416,-0.754771,-0.655167,0.032669,0.004053,0.045143,0.998972,4.999996,0.000005,129.999999,652.499994,
6.680000,-0.606938,0.917696,9.979735,-0.577266,0.815896,-0.032676,-0.816549,-0.576859,0.021704,-0.001141,0.039211,0.999230,4.999996,0.000004,129.999999,652.499994,
6.690000,-0.660400,0.867080,9.981911,-0.492795,0.869547,-0.032111,-0.870116,-0.492720,0.010782,-0.006446,0.033254,0.999426,4.999996,0.000002,129.999999,652.499994,
6.700000,-0.710716,0.812306,9.984126,-0.403408,0.914531,-0.029758,-0.914939,-0.403581,0.000208,-0.011820,0.027311,0.999557,4.999996,0.000001,129.999999,652.499994,
6.710000,-0.757644,0.753635,9.986338,-0.310003,0.950383,-0.025703,-0.950574,-0.310329,-0.009723,-0.017217,0.021419,0.999622,4.999997,-0.000001,129.999999,652.499994,
6.720000,-0.800956,0.691345,9.988504,-0.213522,0.976727,-0.020082,-0.976672,-0.213895,-0.018734,-0.022594,0.015614,0.999623,4.999998,-0.000002,129.999999,652.499995,
6.730000,-0.840443,0.625731,9.990584,-0.114932,0.993282,-0.013076,-0.992977,-0.115246,-0.026576,-0.027904,0.009930,0.999561,4.999998,-0.000003,129.999999,652.499995,
6.740000,-0.875912,0.557107,9.992536,-0.015221,0.999867,-0.004904,-0.999331,-0.015375,-0.033032,-0.033104,0.004398,0.999442,4.999999,-0.000004,129.999999,652.499995,
6.750000,-0.907192,0.485802,9.994325,0.084614,0.996400,0.004181,-0.995679,0.084712,-0.037928,-0.038146,-0.000954,0.999272,5.000001,-0.000004,129.999999,652.499995,
6.760000,-0.934128,0.412155,9.995916,0.183574,0.982903,0.013900,-0.982061,0.183998,-0.041134,-0.042989,-0.006100,0.999057,5.000002,-0.000005,129.999999,652.499995,
6.770000,-0.956590,0.336522,9.997277,0.280673,0.959499,0.023957,-0.958618,0.281478,-0.042567,-0.047587,-0.011018,0.998806,5.000003,-0.000005,129.999999,652.499995,
6.780000,-0.974467,0.259265,9.998384,0.374942,0.926418,0.034044,-0.925589,0.376157,-0.042199,-0.051900,-0.015688,0.998529,5.000004,-0.000005,129.999999,652.499995,
6.790000,-0.987671,0.180758,9.999215,0.465442,0.883986,0.043855,-0.883306,0.467072,-0.040052,-0.055889,-0.020095,0.998235,5.000006,-0.000005,129.999999,652.499995,
6.800000,-0.996138,0.101377,9.999753,0.551273,0.832628,0.053091,-0.832194,0.553294,-0.036199,-0.059516,-0.024226,0.997933,5.000007,-0.000005,129.999999,652.499995,
6.810000,-0.999826,0.021508,9.999989,0.631580,0.772864,0.061470,-0.772761,0.633943,-0.030765,-0.062746,-0.028071,0.997635,5.000008,-0.000004,129.999999,652.499995,
6.820000,-0.998717,-0.058466,9.999918,0.705563,0.705299,0.068736,-0.705603,0.708197,-0.023919,-0.065549,-0.031624,0.997348,5.000009,-0.000003,129.999999,652.499995,
6.830000,-0.992816,-0.138157,9.999541,0.772484,0.630622,0.074664,-0.631386,0.775300,-0.015871,-0.067896,-0.034882,0.997082,5.000010,-0.000002,129.999999,652.499995,
6.840000,-0.982152,-0.217181,9.998866,0.831677,0.549592,0.079069,-0.550851,0.834570,-0.006867,-0.069763,-0.037844,0.996845,5.000010,-0.000001,129.999999,652.499995,
6.850000,-0.966778,-0.295157,9.997906,0.882550,0.463038,0.081808,-0.464798,0.885407,0.002820,-0.071128,-0.040514,0.996644,5.000011,0.000000,129.999999,652.499995,
6.860000,-0.946770,-0.371709,9.996678,0.924592,0.371840,0.082789,-0.374084,0.927300,0.012897,-0.071975,-0.042895,0.996484,5.000011,0.000002,129.999999,652.499995,
6.870000,-0.922225,-0.446469,9.995207,0.957382,0.276930,0.081970,-0.279612,0.959831,0.023057,-0.072293,-0.044995,0.996368,5.000011,0.000003,129.999999,652.499995,
6.880000,-0.893263,-0.519076,9.993521,0.980589,0.179271,0.079360,-0.182323,0.982680,0.032995,-0.072071,-0.046824,0.996300,5.000011,0.000004,129.999999,652.499995,
6.890000,-0.860027,-0.589184,9.991652,0.993974,0.079855,0.075022,-0.083188,0.995626,0.042407,-0.071308,-0.048393,0.996280,5.000010,0.000006,129.999999,652.499995,
6.900000,-0.822677,-0.656456,9.989636,0.997400,-0.020312,0.069067,0.016803,0.998552,0.051008,-0.070003,-0.049715,0.996307,5.000010,0.000007,129.999999,652.499995,
6.910000,-0.781397,-0.720571,9.987511,0.990826,-0.120218,0.061653,0.116651,0.991442,0.058533,-0.068162,-0.050805,0.996380,5.000009,0.000008,129.999999,652.499994,
6.920000,-0.736387,-0.781224,9.985318,0.974312,-0.218860,0.052982,0.215355,0.974382,0.064749,-0.065796,-0.051676,0.996494,5.000008,0.000009,129.999999,652.499994,
6.930000,-0.687863,-0.838127,9.983100,0.948016,-0.315249,0.043291,0.311925,0.947559,0.069460,-0.062918,-0.052346,0.996645,5.000006,0.000009,129.999999,652.499994,
6.940000,-0.636062,-0.891010,9.980898,0.912196,-0.408423,0.032847,0.405391,0.911257,0.072513,-0.059548,-0.052831,0.996826,5.000005,0.000010,129.999999,652.499994,
6.950000,-0.581232,-0.939623,9.978754,0.867206,-0.497455,0.021939,0.494813,0.865854,0.073801,-0.055709,-0.053146,0.997032,5.000004,0.000010,129.999999,652.499994,
6.960000,-0.523637,-0.983737,9.976710,0.813493,-0.581465,0.010870,0.579288,0.811817,0.073269,-0.051428,-0.053308,0.997253,5.000002,0.000010,129.999999,652.499994,
6.970000,-0.463553,-1.023144,9.974804,0.751591,-0.659622,-0.000053,0.657964,0.749696,0.070913,-0.046736,-0.053333,0.997482,5.000001,0.000010,129.999999,652.499994,
6.980000,-0.401267,-1.057660,9.973073,0.682120,-0.731158,-0.010525,0.730046,0.680120,0.066780,-0.041669,-0.053237,0.997712,4.999999,0.000009,129.999999,652.499993,
6.990000,-0.337076,-1.087124,9.971550,0.605775,-0.795372,-0.020255,0.794803,0.603789,0.060970,-0.036263,-0.053034,0.997934,4.999998,0.000009,129.999999,652.499993,
7.000000,-0.271286,-1.111397,9.970263,0.523324,-0.851635,-0.028972,0.851580,0.521466,0.053626,-0.030562,-0.052737,0.998141,4.999997,0.000008,129.999999,652.499993,
7.010000,-0.204210,-1.130367,9.969238,0.435597,-0.899399,-0.036433,0.899800,0.433971,0.044940,-0.024608,-0.052359,0.998325,4.999996,0.000007,129.999999,652.499993,
7.020000,-0.136166,-1.143945,9.968493,0.343477,-0.938197,-0.042431,0.938974,0.342173,0.035138,-0.018448,-0.051911,0.998481,4.999995,0.000006,129.999999,652.499993,
7.030000,-0.067477,-1.152068,9.968044,0.247894,-0.967651,-0.046799,0.968706,0.246981,0.024480,-0.012130,-0.051403,0.998604,4.999994,0.000004,129.999999,652.499993,
7.040000,0.001531,-1.154699,9.967897,0.149814,-0.987473,-0.049416,0.988693,0.149336,0.013249,-0.005703,-0.050843,0.998690,4.999994,0.000003,129.999999,652.499993,
7.050000,0.070533,-1.151824,9.968057,0.050226,-0.997470,-0.050213,0.998733,0.050202,0.001744,0.000781,-0.050238,0.998737,4.999993,0.000001,129.999999,652.499993,
7.060000,0.139200,-1.143458,9.968520,-0.049862,-0.997540,-0.049168,0.998725,-0.049442,-0.009726,0.007272,-0.049591,0.998743,4.999994,-0.000000,129.999999,652.499993,
7.070000,0.207208,-1.129639,9.969278,-0.149441,-0.987680,-0.046315,0.988670,-0.148613,-0.020857,0.013717,-0.048908,0.998709,4.999994,-0.000002,129.999999,652.499993,
7.080000,0.274233,-1.110432,9.970315,-0.247505,-0.967982,-0.041735,0.968674,-0.246330,-0.031351,0.020067,-0.048188,0.998637,4.999994,-0.000003,129.999999,652.499993,
7.090000,0.339959,-1.085926,9.971613,-0.343064,-0.938633,-0.035560,0.938939,-0.341625,-0.040930,0.026270,-0.047432,0.998529,4.999995,-0.000004,129.999999,652.499993,
7.100000,0.404071,-1.056236,9.973146,-0.435155,-0.899915,-0.027968,0.899771,-0.433552,-0.049342,0.032278,-0.046637,0.998390,4.999996,-0.000006,129.999999,652.499993,
7.110000,0.466266,-1.021499,9.974885,-0.522852,-0.852202,-0.019173,0.851568,-0.521195,-0.056367,0.038043,-0.045800,0.998226,4.999997,-0.000006,129.999999,652.499993,
7.120000,0.526246,-0.981878,9.976798,-0.605274,-0.795955,-0.009427,0.794820,-0.603679,-0.061826,0.043520,-0.044915,0.998042,4.999998,-0.000007,129.999999,652.499994,
7.130000,0.583724,-0.937561,9.978847,-0.681593,-0.731724,0.000994,0.730104,-0.680174,-0.065584,0.048666,-0.043977,0.997846,5.000000,-0.000008,129.999999,652.499994,
7.140000,0.638425,-0.888753,9.980994,-0.751047,-0.660136,0.011795,0.658075,-0.749909,-0.067555,0.053441,-0.042976,0.997646,5.000001,-0.000008,129.999999,652.499994,
7.150000,0.690087,-0.835687,9.983198,-0.812941,-0.581896,0.022670,0.579461,-0.812177,-0.067703,0.057809,-0.041903,0.997448,5.000002,-0.000008,129.999999,652.499994,
7.160000,0.738459,-0.778612,9.985416,-0.866659,-0.497777,0.033312,0.495056,-0.866342,-0.066045,0.061735,-0.040748,0.997260,5.000004,-0.000008,129.999999,652.499994,
7.170000,0.783309,-0.717799,9.987607,-0.911669,-0.408613,0.043420,0.405709,-0.911847,-0.062649,0.065191,-0.039499,0.997091,5.000005,-0.000008,129.999999,652.499994,
7.180000,0.824418,-0.653537,9.989728,-0.947524,-0.315293,0.052710,0.312319,-0.948222,-0.057632,0.068152,-0.038145,0.996945,5.000006,-0.000007,129.999999,652.499994,
7.190000,0.861589,-0.586132,9.991738,-0.973872,-0.218752,0.060921,0.215824,-0.975086,-0.051158,0.070595,-0.036674,0.996831,5.000007,-0.000006,129.999999,652.499994,
7.200000,0.894639,-0.515907,9.993600,-0.990454,-0.119958,0.067825,0.117190,-0.992154,-0.043434,0.072504,-0.035071,0.996751,5.000008,-0.000005,129.999999,652.499995,
7.210000,0.923408,-0.443196,9.995277,-0.997111,-0.019910,0.073231,0.017404,-0.999241,-0.034701,0.073866,-0.033326,0.996711,5.000009,-0.000004,129.999999,652.499995,
7.220000,0.947754,-0.368349,9.996738,-0.993781,0.080383,0.076990,-0.082538,-0.996263,-0.025228,0.074674,-0.031426,0.996713,5.000010,-0.000003,129.999999,652.499995,
7.230000,0.967559,-0.291726,9.997954,-0.980502,0.179902,0.079003,-0.181638,-0.983241,-0.015308,0.074925,-0.029360,0.996757,5.000010,-0.000002,129.999999,652.499995,
7.240000,0.982726,-0.213696,9.998902,-0.957409,0.277637,0.079221,-0.278908,-0.960298,-0.005244,0.074621,-0.027116,0.996843,5.000010,-0.000001,129.999999,652.499995,
7.250000,0.993179,-0.134634,9.999564,-0.924735,0.372592,0.077648,-0.373380,-0.927661,0.004656,0.073766,-0.024687,0.996970,5.000010,0.000001,129.999999,652.499995,
7.260000,0.998868,-0.054922,9.999927,-0.882809,0.463801,0.074337,-0.464112,-0.885659,0.014089,0.072372,-0.022063,0.997134,5.000010,0.000002,129.999999,652.499995,
7.270000,0.999764,0.025055,9.999985,-0.832049,0.550335,0.069395,-0.550201,-0.834716,0.022765,0.070454,-0.019239,0.997329,5.000009,0.000003,129.999999,652.499995,
7.280000,0.995864,0.104911,9.999735,-0.772960,0.631314,0.062975,-0.630789,-0.775351,0.030419,0.068032,-0.016211,0.997551,5.000008,0.000004,129.999999,652.499995,
7.290000,0.987185,0.184261,9.999184,-0.706131,0.705914,0.055271,-0.705073,-0.708172,0.036811,0.065128,-0.012977,0.997793,5.000007,0.000005,129.999999,652.499995,
7.300000,0.973772,0.262721,9.998341,-0.632226,0.773379,0.046518,-0.772311,-0.633863,0.041742,0.061769,-0.009536,0.998045,5.000006,0.000006,129.999999,652.499995,
7.310000,0.955690,0.339913,9.997222,-0.551981,0.833030,0.036980,-0.831832,-0.553187,0.045053,0.057987,-0.005892,0.998300,5.000005,0.000006,129.999999,652.499995,
7.320000,0.933027,0.415466,9.995850,-0.466194,0.884266,0.026942,-0.883038,-0.466967,0.046632,0.053816,-0.002051,0.998549,5.000004,0.000007,129.999999,652.499995,
7.330000,0.905895,0.489016,9.994250,-0.375718,0.926578,0.016707,-0.925416,-0.376084,0.046417,0.049293,0.001979,0.998782,5.000002,0.000007,129.999999,652.499995,
7.340000,0.874427,0.560210,9.992453,-0.281456,0.959546,0.006583,-0.958538,-0.281465,0.044400,0.044457,0.006187,0.998992,5.000001,0.000006,129.999999,652.499994,
7.350000,0.838775,0.628707,9.990494,-0.184347,0.982851,-0.003127,-0.982068,-0.184071,0.040623,0.039351,0.010560,0.999170,5.000000,0.000006,129.999999,652.499994,
7.360000,0.799115,0.694180,9.988409,-0.085361,0.996271,-0.012128,-0.995764,-0.084889,0.035179,0.034018,0.015080,0.999307,4.999998,0.000005,129.999999,652.499994,
7.370000,0.755638,0.756316,9.986240,0.014512,0.999686,-0.020148,-0.999483,0.015078,0.028210,0.028505,0.019729,0.999399,4.999997,0.000004,129.999999,652.499994,
7.380000,0.708555,0.814820,9.984027,0.114272,0.993079,-0.026940,-0.993181,0.114823,0.019901,0.022857,0.024483,0.999439,4.999996,0.000003,129.999999,652.499994,
7.390000,0.658094,0.869414,9.981813,0.212917,0.976531,-0.032295,-0.976915,0.213347,0.010478,0.017122,0.029319,0.999423,4.999996,0.000002,129.999999,652.499994,
7.400000,0.604499,0.919841,9.979640,0.309456,0.950225,-0.036042,-0.950840,0.309664,0.000196,0.011348,0.034210,0.999350,4.999995,0.000001,129.999999,652.499994,
7.410000,0.548026,0.965861,9.977550,0.402918,0.914439,-0.038057,-0.915213,0.402816,-0.010661,0.005581,0.039126,0.999219,4.999995,-0.000001,129.999999,652.499993,
7.420000,0.488948,1.007260,9.975581,0.492360,0.869544,-0.038265,-0.870385,0.491878,-0.021796,-0.000131,0.044038,0.999030,4.999995,-0.000002,129.999999,652.499993,
7.430000,0.427546,1.043841,9.973773,0.576880,0.816000,-0.036642,-0.816803,0.575969,-0.032902,-0.005744,0.048911,0.998787,4.999995,-0.000003,129.999999,652.499993,
7.440000,0.364115,1.075434,9.972159,0.655621,0.754352,-0.033217,-0.755000,0.654261,-0.043673,-0.011212,0.053712,0.998494,4.999995,-0.000005,129.999999,652.499993,
7.450000,0.298956,1.101892,9.970771,0.727789,0.685219,-0.028069,-0.685595,0.725984,-0.053809,-0.016494,0.058406,0.998157,4.999996,-0.000006,129.999999,652.499993,
7.460000,0.232379,1.123090,9.969633,0.792651,0.609294,-0.021326,-0.609286,0.790435,-0.063033,-0.021549,0.062957,0.997784,4.999996,-0.000008,129.999999,652.499993,
7.470000,0.164700,1.138931,9.968769,0.849550,0.527333,-0.013161,-0.526839,0.846981,-0.071089,-0.026340,0.067328,0.997383,4.999997,-0.000009,129.999999,652.499993,
7.480000,0.096242,1.149340,9.968195,0.897910,0.440151,-0.003788,-0.439086,0.895068,-0.077756,-0.030833,0.071482,0.996965,4.999999,-0.000010,129.999999,652.499993,
7.490000,0.027327,1.154269,9.967921,0.937239,0.348610,0.006544,-0.346911,0.934226,-0.082851,-0.034997,0.075382,0.996540,5.000000,-0.000010,129.999999,652.499993,
7.500000,-0.041717,1.153695,9.967953,0.967140,0.253616,0.017562,-0.251245,0.964069,-0.086237,-0.038802,0.078991,0.996120,5.000001,-0.000011,129.999999,652.499993,
7.510000,-0.110564,1.147620,9.968290,0.987310,0.156105,0.028971,-0.153053,0.984303,-0.087822,-0.042226,0.082274,0.995715,5.000003,-0.000011,129.999999,652.499993,
7.520000,-0.178887,1.136074,9.968926,0.997546,0.057040,0.040466,-0.053326,0.994725,-0.087568,-0.045247,0.085196,0.995336,5.000004,-0.000011,129.999999,652.499993,
7.530000,-0.246362,1.119110,9.969849,0.997746,-0.042601,0.051739,0.046927,0.995228,-0.085488,-0.047850,0.087724,0.994995,5.000006,-0.000011,129.999999,652.499993,
7.540000,-0.312669,1.096806,9.971040,0.987911,-0.141834,0.062489,0.146695,0.985801,-0.081644,-0.050022,0.089825,0.994701,5.000007,-0.000011,129.999999,652.499993,
7.550000,-0.377493,1.069266,9.972478,0.968142,-0.239675,0.072431,0.244973,0.966529,-0.076151,-0.051755,0.091470,0.994462,5.000008,-0.000010,129.999999,652.499993,
7.560000,-0.440526,1.036620,9.974135,0.938643,-0.335155,0.081301,0.340771,0.937593,-0.069169,-0.053045,0.092631,0.994287,5.000010,-0.000009,129.999999,652.499993,
7.570000,-0.501467,0.999019,9.975980,0.899715,-0.427322,0.088867,0.433125,0.899268,-0.060899,-0.053892,0.093283,0.994180,5.000011,-0.000008,129.999999,652.499993,
7.580000,-0.560025,0.956641,9.977977,0.851756,-0.515256,0.094934,0.521107,0.851925,-0.051581,-0.054299,0.093405,0.994146,5.000012,-0.000007,129.999999,652.499993,
7.590000,-0.615919,0.909683,9.980088,0.795252,-0.598075,0.099349,0.603836,0.796022,-0.041480,-0.054276,0.092978,0.994188,5.000012,-0.000006,129.999999,652.499993,
7.600000,-0.668882,0.858367,9.982273,0.730776,-0.674944,0.102008,0.680483,0.732105,-0.030888,-0.053833,0.091988,0.994304,5.000013,-0.000004,129.999999,652.499994,
